year,country_code,gdp_usd,gdp_per_capita,fdi_pct_gdp,inflation_rate,unemployment_rate,real_economic_growth_indicator
2019,KNA,1164814814.81481,22046.6899120796,4.10902778985692,-0.329562063663904,,-66896.92881205949
2020,KNA,980740740.740741,18437.7489235363,1.41246462907855,-1.16724501769362,,-15795.954271852685
2000,LCA,932592592.592592,5950.04748459261,5.76330420969022,3.7107860871361,16.4899997711182,1603.4466403814513
2001,LCA,892592592.592592,5642.7489037614,6.58838174273859,5.30722081028546,18.5249996185303,1063.2210540073406
2002,LCA,900000000.0,5646.45653483236,5.77060164609053,-0.255536626916517,20.3899993896484,-22096.466572977966
2003,LCA,987407407.407407,6150.92136926062,10.778319579895,1.03425372426225,22.1800003051758,5947.20736794849
2004,LCA,1066666666.66667,6591.64550130494,7.17377673611111,1.46036814425244,20.9699993133545,4513.687543272996
2005,LCA,1135555555.55556,6949.20417333029,6.88944096542726,3.89827370759477,18.7000007629395,1782.6362884144276
2006,LCA,1268319185.18519,7669.21346965851,18.4444685585338,2.39562082529166,16.0,3201.346969725397
2007,LCA,1336088814.81481,7969.79799345527,20.3497754834329,2.8231037373693,14.0,2823.062393336598
2008,LCA,1437731111.11111,8456.69463217739,11.2128551055495,5.54954769383937,12.7200002670288,1523.8529513973335
2009,LCA,1401507888.88889,8137.75099080198,10.4457200898936,-0.156936087168628,15.3699998855591,-51853.91797144756
2010,LCA,1486758037.03704,8540.07097992462,8.15848776807866,3.25034409180123,17.1079998016357,2627.4359694613145
2011,LCA,1576988407.40741,8983.74373302309,6.11395919747361,2.76940794144096,18.8600006103516,3243.922138949572
2012,LCA,1605146777.77778,9086.38795485966,4.71977552854691,4.17763587102516,19.0599994659424,2175.0071656268906
2013,LCA,1664816740.74074,9378.98504684792,5.01647059273702,1.47201838917869,22.2099990844727,6371.513505399145
2014,LCA,1755130814.81481,9843.30853424047,3.72664212435852,3.51847818195019,21.2959995269775,2797.6039711534067
2015,LCA,1808079888.88889,10093.6180163617,8.41999167421106,-0.98430920351253,20.5620002746582,-10254.519596425993
2016,LCA,1865513444.44444,10362.3516588778,8.66319490037478,-3.09298958876075,19.6490001678467,-3350.270462122578
2017,LCA,1996771444.44444,11034.6298496557,4.50434386676092,0.11841772577109,18.8600006103516,93183.93659228376
2018,LCA,2065127259.25926,11353.7152084186,2.20432908627751,1.93846244376073,19.0799999237061,5857.0725705635705
2019,LCA,2118791555.55556,11591.0804756999,3.43847736844433,0.53910008997241,15.3199996948242,21500.79491972096
2020,LCA,1616772740.74074,8804.5610483134,2.17151799715339,-1.75541557889809,16.8920001983643,-5015.65620936337
2000,MAF,,,,,,
2001,MAF,,,,,,
2002,MAF,,,,,,
2003,MAF,,,,,,
2004,MAF,,,,,,
2005,MAF,,,,,,
2006,MAF,,,,,,
2007,MAF,,,,,,
2008,MAF,,,,,,
2009,MAF,,,,,,
2010,MAF,,,,,,
2011,MAF,,,,,,
2012,MAF,,,,,,
2013,MAF,,,,,,
2014,MAF,,,,,,
2015,MAF,,,,,,
2016,MAF,,,,,,
2017,MAF,,,,,,
2018,MAF,,,,,,
2019,MAF,,,,,,
2020,MAF,,,,,,
2000,MEX,707906744574.644,7157.81449985734,2.59670994264157,9.49156149435404,2.65000009536743,754.1240189103862
2001,MEX,756706300589.791,7544.56872335784,3.97248183338379,6.36773806235032,2.63000011444092,1184.8114117579069
2002,MEX,772106378935.377,7593.1373448964,3.11551958010871,5.03072733151299,3.0,1509.3517983636702
2003,MEX,729336319677.449,7075.36964299974,2.49864343929278,4.54690012118717,3.46000003814697,1556.0864444835004
2004,MEX,782240601984.76,7484.486398707,3.18521616377124,4.68840884843147,3.94000005722046,1596.3809131558507
2005,MEX,877476221382.101,8277.67156384567,2.96511280795953,3.98805714597435,3.55999994277954,2075.615082948691
2006,MEX,975387131716.089,9068.29421839425,2.2700042947096,3.62946762439129,3.5699999332428,2498.5191099245926
2007,MEX,1052696282278.87,9642.68051672231,2.95531370877953,3.96684905458234,3.63000011444092,2430.816092077788
2008,MEX,1109989063586.62,10016.5712139986,2.683162738808,5.12498274575897,3.86999988555908,1954.4594998466127
2009,MEX,900045350649.351,8002.97217765844,2.1839494713037,5.29735584228859,5.3600001335144,1510.7484594051657
2010,MEX,1057801295584.05,9271.39839576997,2.88605670624974,4.15672722680176,5.30000019073486,2230.456291668555
2011,MEX,1180489601957.61,10203.4212952716,2.01978017175759,3.40737824605736,5.17000007629395,2994.507964320623
2012,MEX,1201089987015.45,10241.727828043,1.51621746221132,4.11150981070293,4.8899998664856,2490.989514698983
2013,MEX,1274443084716.57,10725.1835873796,3.98741138050128,3.80639069747207,4.90999984741211,2817.678068229437
2014,MEX,1315351183524.54,10928.9160089988,2.17867967512763,4.01861608078673,4.80999994277954,2719.5720589609623
2015,MEX,1171867608197.72,9616.64555810607,3.05652961037869,2.7206406496403,4.30999994277954,3534.6989171015666
2016,MEX,1078490651625.31,8744.51555912786,3.60542402425098,2.82170784747653,3.85999989509583,3099.0152176626407
2017,MEX,1158913035796.37,9287.84958732302,2.86221087781675,6.04145724018992,3.42000007629395,1537.35253235543
2018,MEX,1222408203104.3,9686.98492655586,3.08418083004171,4.89935015356549,3.27999997138977,1977.197918688498
2019,MEX,1269433932805.91,9950.45008048459,2.32096760883614,3.6359614212705,3.48000001907349,2736.676473593508
2020,MEX,1073915880822.5,8329.27131263927,2.89119596008021,3.39683415569999,4.44999980926514,2452.06887673998
2000,NIC,5107329007.0922,1007.499838655,5.21799162791216,7.06991352252514,7.35400009155273,142.5052563153777
2001,NIC,5323146565.70315,1034.55138685018,2.82163938464016,5.98604186279517,7.44999980926514,172.82728897707682
2002,NIC,5224213017.54386,1000.93671470556,3.90298020611462,3.75017465778469,7.57800006866455,266.9040260905702
2003,NIC,5322454925.84746,1005.73304356528,3.78208933292091,5.30238773219938,7.59999990463257,189.67549986166543
2004,NIC,5795568204.64532,1080.26911900907,4.31364089201154,8.47021063584074,6.40999984741211,127.53745632228238
2005,NIC,6321335612.22233,1162.28968513428,3.81406738686413,9.59909986064426,5.36999988555908,121.08319550873708
2006,NIC,6763418645.81377,1226.64430910063,4.24045907874585,9.1401996677772,5.30999994277954,134.203228997834
2007,NIC,7423421958.4248,1327.96678222132,5.141833539003,11.1269347446119,4.8899998664856,119.34704504889578
2008,NIC,8496946608.23151,1499.2576198887,7.38265201516385,19.8262031287428,6.19999980926514,75.62000702571079
2009,NIC,8298679908.55232,1444.36951048837,5.22854242821003,3.68700160498801,8.15999984741211,391.746374217558
2010,NIC,8758592272.10579,1503.8641909311,5.59336460449501,5.45513425887415,7.82999992370605,275.67867619109205
2011,NIC,9774262741.75783,1655.80294573178,9.57923911744175,8.0823879809911,6.49599981307983,204.86556072611816
2012,NIC,10532006608.1447,1760.46030828841,7.36516818552062,7.19355053338952,5.21000003814697,244.72759315682472
2013,NIC,10982979274.1922,1811.63680270363,8.78723318970279,7.135467852894,5.28000020980835,253.89180360035772
2014,NIC,11880434070.7811,1934.06292227225,9.06364189712811,6.03596861798431,4.51999998092651,320.4229585471442
2015,NIC,12756706583.3113,2049.8516660809,7.58032642425951,3.99737996694398,4.69999980926514,512.7988039746001
2016,NIC,13286083644.8761,2107.5740596602,7.44463173977873,3.52317317628476,3.90000009536743,598.2033678749419
2017,NIC,13785876629.3189,2159.15671369193,7.51058512882654,3.85067166284725,3.29999995231628,560.7221032435193
2018,NIC,13025239912.2751,2014.57518879047,6.43059172530585,4.94723728039882,5.19999980926514,407.2121619822661
2019,NIC,12611218627.0632,1926.69969398276,3.98851225146934,5.3762899084413,5.21099996566772,358.36975438353005
2020,NIC,12621505382.6062,1905.26115155921,1.44436019693205,3.68181341625573,6.07800006866455,517.4790072596321
2000,PAN,12304115000.0,4060.31779345702,6.72783048597969,1.49896111605775,3.81399989128113,2708.754583398139
2001,PAN,12502013400.0,4046.42914824085,4.85361821800639,0.307062436028713,3.81699991226196,13177.870926102056
2002,PAN,12994310400.0,4126.23238637176,1.90160148860227,1.00583090379042,3.78500008583069,4102.312198623321
2003,PAN,13693981200.0,4267.29268669665,7.67198365950729,0.391666666666668,3.79099988937378,10895.215370289285
2004,PAN,15013381700.0,4592.15261354224,8.51173989668164,0.474723078204383,3.73900008201599,9673.329198386216
2005,PAN,16374393900.0,4916.90761156463,6.74467712664467,2.85588324760956,3.75300002098084,1721.6766881770095
2006,PAN,18141666300.0,5348.88425269771,16.229490452043,2.45789346442094,3.70000004768372,2176.206711204167
2007,PAN,21295984230.2564,6166.18787089344,10.4432834658106,4.16863300298888,3.68499994277954,1479.187030010156
2008,PAN,25155888616.322,7154.27450066094,9.50075760173817,8.75868317728783,3.74300003051758,816.8207886789091
2009,PAN,27116635565.1742,7576.14045682481,4.00307773208452,2.40905304082197,3.85199999809265,3144.8624536053503
2010,PAN,29440287581.2675,8082.01617465426,8.65854313740454,3.49128872618805,3.72000002861023,2314.909137715052
2011,PAN,34686224301.1773,9358.26813025982,12.6724660540548,5.87580243678762,2.37899994850159,1592.6791669626168
2012,PAN,40429734384.2184,10722.2614716668,8.36488305330077,5.69819959165999,2.38899993896484,1881.692857400105
2013,PAN,45599994004.8873,11889.0950663345,8.3311414461871,4.0271599157105,2.28500008583069,2952.228199320697
2014,PAN,49921464365.3204,12796.0740287868,9.98448275380035,2.62652699929154,2.70700001716614,4871.860838376426
2015,PAN,54091713775.5634,13630.3011411301,9.46411130777059,0.137492058461537,2.97699999809265,99135.18856031336
2016,PAN,57907695408.9392,14343.9802572159,9.06331086593339,0.739734025300028,3.26300001144409,19390.726621501748
2017,PAN,62202725204.4646,15146.4085115348,6.56251386980551,0.875585918759888,3.85899996757507,17298.597644177513
2018,PAN,64929409212.4566,15544.9990788449,8.11228963185989,0.761578359399943,3.83299994468689,20411.555668536846
2019,PAN,66984427150.321,15774.2549406847,6.64517049158443,-0.355083821021212,4.72599983215332,-44424.031754863805
2020,PAN,53977036995.1729,12509.8352901414,-3.99194639758143,-1.55027540803759,12.8540000915527,-8069.427680580269
2000,PER,51744749133.213,1955.58800627896,1.56479019339424,3.7573383334447,4.88399982452393,520.4716298428444
2001,PER,52030158775.4055,1941.47534195424,2.19922450158059,1.97709878502056,5.02600002288818,981.9819609742216
2002,PER,54777553515.0809,2021.24003836472,3.93562084538868,0.193135003853741,4.84000015258789,10465.425728292024
2003,PER,58731030121.8671,2145.64388854096,2.27308642513175,2.25937753363072,4.15000009536743,949.6615136705396
2004,PER,66768703497.5687,2417.03436315532,2.39489207548148,3.66247320092233,4.69999980926514,659.9459519721897
2005,PER,76060606060.6061,2729.49917213529,3.39034816926813,1.61630193862544,4.88000011444092,1688.7309894935545
2006,PER,88643193061.748,3154.3313491397,3.91065680458788,2.00225801248818,4.17999982833862,1575.387052750436
2007,PER,102170981144.136,3606.07068932344,5.37428655925626,1.77998644680375,4.03999996185303,2025.8978352328
2008,PER,120550599815.441,4220.61637832028,5.74335697642786,5.78587598206753,4.03999996185303,729.4688637297893
2009,PER,120822986521.479,4196.31162707942,5.32237544034606,2.93623153596698,3.98000001907349,1429.1487492308613
2010,PER,147528937028.778,5082.35370614454,5.73082661489074,1.52832059732906,3.57999992370605,3325.449984137241
2011,PER,171761737046.585,5869.32388186462,4.47262658184166,3.36931095333854,3.48000001907349,1741.99531095487
2012,PER,192648999090.082,6528.9717753128,7.07114242412465,3.61121294940174,3.24000000953674,1807.9719658721417
2013,PER,201175469114.327,6756.75299620034,4.8842945848551,2.76789666081994,3.5699999332428,2441.114616684704
2014,PER,200789362451.567,6672.8773725884,1.95724657032336,3.4119457980747,3.21000003814697,1955.7395596242432
2015,PER,189805300841.603,6229.10067398112,4.38026059211907,3.39809194746299,3.26999998092651,1833.1171640696057
2016,PER,191895943823.887,6204.9964574796,3.51182610944865,3.55717663556283,3.74000000953674,1744.3599498111014
2017,PER,211007207483.515,6710.50760214164,3.25130733746818,2.99490045809443,3.69000005722046,2240.6446210941326
2018,PER,222574697255.522,6957.79341149359,2.78286221010075,1.50915423024742,3.49000000953674,4610.3925444073975
2019,PER,228470919605.669,7027.61220697723,2.76318968990981,2.25212191358024,3.38000011444092,3120.4404009396203
2020,PER,202014363787.233,6126.87453978867,1.47511677634081,2.00241205759293,7.17999982833862,3059.747126749573
