year,country_code,co2_emissions_kt,co2_emissions_per_capita_tons,renewable_energy_pct,forest_area_pct,green_transition_score,co2_intensity_per_million_gdp
2008,IMN,,,1.31159996986389,6.07017543859649,1.31159996986389,
2009,IMN,,,1.86730003356934,6.07017543859649,1.86730003356934,
2010,IMN,,,1.9342999458313,6.07017543859649,1.9342999458313,
2011,IMN,,,2.8484001159668,6.07017543859649,2.8484001159668,
2012,IMN,,,3.49499988555908,6.07017543859649,3.49499988555908,
2013,IMN,,,2.0599000453949,6.07017543859649,2.0599000453949,
2014,IMN,,,1.85179996490479,6.07017543859649,1.85179996490479,
2015,IMN,,,2.16689991950989,6.07017543859649,2.16689991950989,
2016,IMN,,,1.95959997177124,6.07017543859649,1.95959997177124,
2017,IMN,,,1.88160002231598,6.07017543859649,1.88160002231598,
2018,IMN,,,2.11050009727478,6.07017543859649,2.11050009727478,
2019,IMN,,,,6.07017543859649,,
2020,IMN,,,,6.07017543859649,,
2000,IRL,42620.0,11.200539055507054,2.03029990196228,9.15023951226593,2.030299901953623,0.426375637379057
2001,IRL,44910.0,11.615927917619247,1.96589994430542,9.28091159820003,1.9658999442973384,0.4110677741173003
2002,IRL,44040.0,11.200557891548383,2.23979997634888,9.41158368413413,2.239799976341173,0.3441002108459126
2003,IRL,44220.0,11.064623456251072,2.00679993629456,9.54225577006822,2.006799936289159,0.269128772352781
2004,IRL,44860.0,11.02140353618514,2.30139994621277,9.67292785600232,2.301399946207449,0.2312188361047166
2005,IRL,46780.0,11.245424785223925,2.88010001182556,9.80359994193642,2.880100011819199,0.2208708385717976
2006,IRL,47810.0,11.187312964670696,3.18569993972778,9.93427202787052,3.1856999397212147,0.2060897970980296
2007,IRL,47020.0,10.688933839091307,3.53439998626709,10.0649441138046,3.534399986260929,0.1743183502729158
2008,IRL,46350.0,10.323988360510556,4.13969993591309,10.1956161997387,4.139699935906096,0.168958997198373
2009,IRL,41020.0,9.044456081360416,5.22469997406006,10.3262882856728,5.22469997405096,0.174175589832434
2010,IRL,40630.0,8.90978486476885,5.24100017547607,10.4569603716069,5.241000175466463,0.1832989583624813
2011,IRL,36360.0,7.938719027860624,6.67649984359741,10.5565103788649,6.676499843587239,0.1523488156579788
2012,IRL,37100.0,8.0660362693343,6.5770001411438,10.6560603861228,6.57700014113298,0.1645161978784449
2013,IRL,35720.0,7.72522089979359,7.3516001701355,10.7556103933808,7.351600170124477,0.1499507493192955
2014,IRL,35550.0,7.632456942637416,8.43910026550293,10.8551604006387,8.43910026549133,0.1374576066386676
2015,IRL,36990.0,7.8669371072512995,9.09179973602295,10.9547104078966,9.09179973601141,0.1269115649927336
2016,IRL,38710.0,8.140330807398428,8.49880027770996,11.0661924807664,8.498800277698946,0.1295839660923867
2017,IRL,37530.0,7.806734135043811,9.94279956817627,11.1775293946872,9.942799568165118,0.1121630066925464
2018,IRL,37110.0,7.6243251927756495,10.7444000244141,11.2355929743069,10.74440002440374,0.0964262560659223
2019,IRL,,,,11.2936565539265,,
2020,IRL,,,,11.3517201335462,,
2000,ISL,2230.0,7.930157714123148,60.6599006652832,0.297556109725686,60.65990066513333,0.2470733343178383
2001,ISL,2160.0,7.579798433508323,62.1188011169434,0.312359102244389,62.11880111678046,0.2622999615234971
2002,ISL,2240.0,7.79068109333862,61.842601776123,0.327162094763092,61.84260177597434,0.2403847429533359
2003,ISL,2230.0,7.702377375043606,61.8810005187988,0.341965087281795,61.881000518678064,0.1951119975781721
2004,ISL,2320.0,7.943192478618432,61.8063011169434,0.356768079800499,61.80630111683968,0.1678082627123359
2005,ISL,2290.0,7.7173495453840815,62.4650001525879,0.371571072319202,62.46500015250302,0.1358811498541368
2006,ISL,2330.0,7.66997386283585,64.0149993896484,0.386374064837905,64.014999389563,0.133407243218816
2007,ISL,2380.0,7.638830937907217,66.7505035400391,0.401177057356608,66.75050353996573,0.1099179949112644
2008,ISL,2180.0,6.868002041497856,73.4600982666016,0.415980049875312,73.460098266513,0.1206110911174032
2009,ISL,2110.0,6.624824567738046,74.1223983764648,0.430783042394015,74.1223983763459,0.1604024295448405
2010,ISL,1960.0,6.1627274470901545,75.4182968139648,0.445586034912718,75.41829681385731,0.1425334100292634
2011,ISL,1890.0,5.9245048806635445,76.4494018554688,0.452548628428928,76.44940185537389,0.1241654723150547
2012,ISL,1860.0,5.799523566021028,77.3433990478516,0.459511221945137,77.34339904775409,0.1260888027964028
2013,ISL,2030.0,6.269999135172533,76.3107986450195,0.466473815461347,76.31079864492342,0.1258910004134492
2014,ISL,2050.0,6.26172163745548,76.4253997802734,0.473436408977556,76.42539978018571,0.1147324132049355
2015,ISL,2060.0,6.227045327448876,77.1162033081055,0.480399002493766,77.11620330801482,0.1175986323709988
2016,ISL,2070.0,6.171017681307182,77.4712982177734,0.485386533665835,77.47129821769627,0.0995519296010415
2017,ISL,2170.0,6.319161327897496,76.8330993652344,0.492568578553616,76.83309936516697,0.0877537598918482
2018,ISL,2200.0,6.237224321772732,78.2135009765625,0.496280868789051,78.21350097649699,0.0837550789957515
2019,ISL,,,,0.502727362888029,,
2020,ISL,,,,0.5092730338193,,
2000,ITA,436300.0,7.662168039160052,5.11889982223511,28.4561898609364,5.118899822215584,0.3814378569888407
2001,ITA,436570.0,7.662604586996547,5.38180017471313,28.6801842847914,5.381800174692998,0.3740918705767682
2002,ITA,443470.0,7.772129648172811,5.59619998931885,28.9041787086464,5.596199989299319,0.3489932352973199
2003,ITA,462200.0,8.064459423075691,6.24020004272461,29.1252022846264,6.240200042706288,0.2936195573334686
2004,ITA,472410.0,8.189430910220896,5.93540000915527,29.3491738627864,5.9354000091397205,0.2619803321446593
2005,ITA,473830.0,8.173783296052799,6.70230007171631,29.5731454409465,6.702300071699214,0.255086836123918
2006,ITA,466650.0,8.025766520038127,7.51230001449585,29.7971170191066,7.5123000144778525,0.2395632622110261
2007,ITA,459370.0,7.860768047535939,8.73159980773926,30.0210885972666,8.731599807721112,0.207832208495233
2008,ITA,444980.0,7.56424830065774,10.8232002258301,30.2450601754267,10.823200225810025,0.185496707149065
2009,ITA,397060.0,6.718970261034856,12.5392999649048,30.4690317535867,12.539299964882078,0.1812031820581554
2010,ITA,405270.0,6.836836362151205,12.7934999465942,30.6930033317468,12.793499946569902,0.1899093774133274
2011,ITA,396690.0,6.680594156405864,11.9040002822876,30.8759366288162,11.904000282266995,0.1730765923942258
2012,ITA,376750.0,6.327708947625667,14.390700340271,31.0588699258856,14.390700340245022,0.1805156178449328
2013,ITA,346450.0,5.7517398660303645,16.3194999694824,31.2418032229551,16.319499969455997,0.1617930790388985
2014,ITA,327490.0,5.3873109571874185,17.1315994262695,31.4247365200245,17.131599426243515,0.1516765574406167
2015,ITA,337860.0,5.56325970991024,16.570499420166,31.6076698170939,16.570499420135505,0.1840297076941936
2016,ITA,333340.0,5.498165205498006,16.0921993255615,31.7906099136466,16.092199325532903,0.1777057526046152
2017,ITA,329190.0,5.437857548549592,16.4314994812012,31.9735500101992,16.43149948117356,0.1682158057147751
2018,ITA,324850.0,5.376374339310871,17.0743007659912,31.7687502099217,17.074300765964672,0.1553629106070859
2019,ITA,,,,31.9494844322037,,
2020,ITA,,,,32.1302186544856,,
2000,KAZ,114680.0,7.705111644165205,2.50449991226196,1.16936170685632,2.5044999121049423,6.269409136099625
2001,KAZ,111870.0,7.529107399987952,2.40949988365173,1.16659302885506,2.409499883530051,5.049950095571793
2002,KAZ,121460.0,8.174199142496494,2.77309989929199,1.16382431381265,2.7730998991552744,4.930064757691387
2003,KAZ,136300.0,9.142117264724124,2.28430008888245,1.16105563581139,2.284300088781473,4.4204880151895
2004,KAZ,150220.0,10.006005468333276,1.88810002803802,1.15828695781013,1.888100027972292,3.481211273139017
2005,KAZ,162480.0,10.726856071906909,2.09389996528625,1.15551827980887,2.093899965226692,2.844354976985662
2006,KAZ,180210.0,11.772210567161078,2.12660002708435,1.15274956476646,2.1266000270370395,2.2247081237070327
2007,KAZ,189110.0,12.21310094837367,1.83280003070831,1.1499808867652,1.8328000306752528,1.8036261719059483
2008,KAZ,232010.0,14.70564186789604,1.15359997749329,1.14721220876394,1.1535999774732326,1.7386630459088086
2009,KAZ,204220.0,12.690129798241726,1.30540001392365,1.14444349372152,1.3054000139005304,1.7710725107359102
2010,KAZ,223570.0,13.697570964899125,1.38209998607635,1.1416748231285,1.3820999860554786,1.5101249880990708
2011,KAZ,242190.0,14.627471477366766,1.38170003890991,1.15843793754862,1.381700038892538,1.2573035899904677
2012,KAZ,241490.0,14.38117589889049,1.32749998569489,1.17520102233582,1.3274999856794774,1.1610176037115971
2013,KAZ,256340.0,15.047355967529317,1.16489994525909,1.19196410712301,1.164899945246471,1.0832737558773504
2014,KAZ,205230.0,11.871044467395118,1.34119999408722,1.20872722895136,1.3411999940747883,0.9268995734428552
2015,KAZ,206640.0,11.779187434438938,1.70659995079041,1.22549031003445,1.7065999507712843,1.1206776780516168
2016,KAZ,223020.0,12.533399497753605,2.04390001296997,1.23632625847316,2.0439000129367653,1.6245828173251045
2017,KAZ,225560.0,12.504867562386847,1.98730003833771,1.24716079564396,1.987300038310837,1.352231152600632
2018,KAZ,220450.0,12.061969139305594,1.8555999994278,1.25799207319332,1.8555999994049903,1.2292294319114334
2019,KAZ,,,,1.26882246175501,,
2020,KAZ,,,,1.27965329481053,,
2000,KGZ,4670.0,0.9533725298056508,35.1609992980957,6.15693430656934,35.160999296896875,3.409534362439321
2001,KGZ,3970.0,0.8028149076863966,35.9998016357422,6.18236704900939,35.999801634805095,2.603080051703022
2002,KGZ,4970.0,0.995852285250566,28.2992000579834,6.20779979144943,28.299200057107445,3.0953329450102736
2003,KGZ,5590.0,1.1084012452164256,30.5132007598877,6.23323253388947,30.513200758998863,2.91296322703568
2004,KGZ,5560.0,1.0891923129664818,27.7094993591309,6.25866527632951,27.709499358434257,2.5140913633921094
2005,KGZ,5300.0,1.0266144965714947,28.0300006866455,6.28409801876955,28.030000686041664,2.154254344930388
2006,KGZ,5320.0,1.019469569216618,27.761999130249,6.30953076120959,27.76199912972788,1.87709349991784
2007,KGZ,6470.0,1.22807683547187,24.4908008575439,6.33496350364964,24.49080085712719,1.7014825539807923
2008,KGZ,7510.0,1.4119991727301784,22.0408992767334,6.36039624608968,22.04089927641136,1.461101494266508
2009,KGZ,6760.0,1.255735329630524,24.7271003723145,6.38582898852972,24.72710037195809,1.4413454731047015
2010,KGZ,6350.0,1.1655867398447108,25.5905990600586,6.41126173096976,25.59059905971966,1.3244735314764813
2011,KGZ,7620.0,1.381786530301382,25.9463996887207,6.43433785192909,25.94639968840169,1.2294752422382529
2012,KGZ,10060.0,1.7941218433442716,22.4507007598877,6.45741397288842,22.45070075954576,1.523056301822423
2013,KGZ,9380.0,1.6399748234142248,24.8071994781494,6.48049009384776,24.807199477832164,1.2787954622471256
2014,KGZ,9710.0,1.6639533887413247,26.6044006347656,6.50356621480709,26.60440063441969,1.3001974349503618
2015,KGZ,10270.0,1.7240511004045729,23.300199508667,6.52664233576642,23.30019950830868,1.5378445253239688
2016,KGZ,9700.0,1.595525947857554,21.9185009002686,6.54973931178311,21.91850089995654,1.4237294764651165
2017,KGZ,9340.0,1.506889096834565,24.5468006134033,6.57280615224192,24.546800613105663,1.21252486777434
2018,KGZ,11000.0,1.7397355601948503,23.2124004364014,6.66788321167883,23.212400436092693,1.3299305426761758
2019,KGZ,,,,6.76298227320125,,
2020,KGZ,,,,6.85808133472367,,
2000,LIE,220.0,6.629701060752169,53.9494018554688,41.875,53.949401855421016,0.08856849984505
2001,LIE,210.0,6.260620695823272,51.5909996032715,41.874375,51.59099960322802,0.0842756587082659
2002,LIE,220.0,6.492548325217648,51.2564010620117,41.87375,51.25640106196976,0.0818260350793462
2003,LIE,230.0,6.7306566779819725,50.2382011413574,41.87375,50.23820114131977,0.0749016999975819
2004,LIE,230.0,6.677505516200209,50.3058013916016,41.873125,50.3058013915681,0.0665824700267721
2005,LIE,230.0,6.624805576358085,49.8726005554199,41.8725,49.87260055538856,0.0628543838472511
2006,LIE,230.0,6.576125804145818,50.8349990844727,41.871875,50.83499908444347,0.0574965606619479
2007,LIE,200.0,5.679075446517307,53.3568000793457,41.87125,53.35680007932251,0.0434659810985987
2008,LIE,220.0,6.202599453043503,52.9572982788086,41.87125,52.95729827878567,0.0432948743572506
2009,LIE,210.0,5.878565629986284,55.1542015075684,41.870625,55.15420150754269,0.0466195372750643
2010,LIE,190.0,5.278364262695855,52.3091011047363,41.87,52.309101104716746,0.0373841596860614
2011,LIE,180.0,4.95881429240475,55.2565002441406,41.87125,55.25650024412327,0.0313590080634085
2012,LIE,190.0,5.189130137921617,55.4987983703613,41.871875,55.498798370341966,0.0348239870213639
2013,LIE,190.0,5.143475906876016,53.5309982299805,41.873125,53.53099822996458,0.0297258840408473
2014,LIE,160.0,4.298879604503076,54.9678993225098,41.87375,54.96789932249659,0.0240342334366238
2015,LIE,160.0,4.270652609101829,55.530101776123,41.875,55.530101776108815,0.025524889353026
2016,LIE,150.0,3.983534723144337,55.8217010498047,41.875,55.82170104979128,0.024049005889818
2017,LIE,160.0,4.2322444121148,55.3255996704102,41.875,55.32559967039653,0.0247132638976032
2018,LIE,140.0,3.6921778574819353,56.7998008728027,41.875,56.79980087279107,0.0204703947368421
2019,LIE,,,,41.875,,
2020,LIE,,,,41.875,,
2000,LTU,10510.0,3.0032552887011303,17.1874008178711,32.2271857051691,17.187400817714362,0.91194824174206
2001,LTU,11150.0,3.2124991860708336,17.5912990570068,32.4664964901085,17.59129905684652,0.9111421488333132
2002,LTU,11220.0,3.258722528489861,17.8915996551514,32.7058072750479,17.891599655010623,0.7868283443402763
2003,LTU,11230.0,3.2882282891286723,18.0676002502441,32.9451180599872,18.06760025013607,0.5979217652664912
2004,LTU,11910.0,3.52672060881088,18.0687999725342,33.1844288449266,18.0687999724391,0.5263505061480541
2005,LTU,12830.0,3.861517495112156,17.5114002227783,33.423739629866,17.51140022269221,0.4916146260403337
2006,LTU,13020.0,3.981762183595935,17.4641990661621,33.6630504148054,17.464199066086767,0.4313604321337977
2007,LTU,13210.0,4.0881454921774365,17.0638008117676,33.9023611997447,17.063800811710816,0.3327632665142403
2008,LTU,13060.0,4.083507413942272,18.335599899292,34.1443956920622,18.3355998992419,0.2732357530068755
2009,LTU,11690.0,3.695956516075672,20.088399887085,34.3837255684085,20.08839988702219,0.3126661452953048
2010,LTU,12600.0,4.068082919152985,21.4589996337891,34.6230554447547,21.45899963371628,0.3393601722273196
2011,LTU,11840.0,3.910023232274864,22.7392997741699,34.6778568465392,22.73929977410805,0.2719647639509543
2012,LTU,11930.0,3.992940561414807,23.9237003326416,34.7321058174043,23.92370033257512,0.2779107262917371
2013,LTU,11330.0,3.830693490762551,26.3433990478516,34.7857997606701,26.343399047787447,0.2435332566236976
2014,LTU,10860.0,3.7034927756314255,27.7318992614746,34.853950518755,27.731899261412543,0.2237622320520711
2015,LTU,11070.0,3.8107893187740753,28.9622993469238,34.9082202713488,28.9622993468464,0.267269464487421
2016,LTU,11200.0,3.904845878870984,31.4717998504639,34.9605695859008,31.47179985038196,0.260355602008668
2017,LTU,11220.0,3.966902877701657,33.7784996032715,35.0569116074137,33.778499603191946,0.2355125630963662
2018,LTU,11590.0,4.137005928518676,33.4990997314453,35.0950023950184,33.49909973137303,0.215729595516204
2019,LTU,,,,35.1269359731758,,
2020,LTU,,,,35.1429027622545,,
2000,LUX,8580.0,19.665367866147147,6.80630016326904,35.679012345679,6.806300163241465,0.4051475272346983
2001,LUX,9140.0,20.700979559481343,3.42400002479553,35.761316872428,3.424000024780885,0.4277218374004997
2002,LUX,9840.0,22.054126743990587,1.3183000087738,35.843621399177,1.3183000087682888,0.4180538444259975
2003,LUX,10260.0,22.717711400925538,1.27730000019073,35.9259259259259,1.2773000001863029,0.3465993261140584
2004,LUX,11680.0,25.496894748905795,1.35469996929169,36.0082304526749,1.3546999692871693,0.3337097042940308
2005,LUX,11940.0,25.668697517832648,1.87230002880096,36.0905349794239,1.872300028795024,0.3170621326531443
2006,LUX,11740.0,24.839358746776067,2.0783998966217,36.1728395061728,2.0783998966160087,0.2738241895511768
2007,LUX,11140.0,23.20867179313032,3.64190006256104,36.2551440329218,3.6419000625531655,0.2162187177412366
2008,LUX,11040.0,22.59285787373376,3.96000003814697,36.3374485596708,3.96000003813951,0.1883801818460433
2009,LUX,10460.0,21.0131724064502,3.73140001296997,36.4197530864198,3.731400012962776,0.1928031945512535
2010,LUX,11060.0,21.816618108582052,3.67770004272461,36.5020576131687,3.677700042717367,0.196940152747473
2011,LUX,10930.0,21.08626074810889,3.76209998130798,36.5020576131687,3.7620999813013056,0.1773902998007433
2012,LUX,10690.0,20.133874254632296,4.14979982376099,36.5020576131687,4.149799823753569,0.1788229385557325
2013,LUX,10150.0,18.680064782096583,5.71759986877441,36.5020576131687,5.7175998687655065,0.1557112794421751
2014,LUX,9650.0,17.34616290293878,6.84619998931885,36.5020576131687,6.846199989309234,0.1404386165180902
2015,LUX,9130.0,16.028679573879398,9.08520030975342,36.5020576131687,9.085200309739609,0.1520464721963968
2016,LUX,8860.0,15.223001508554775,13.4963998794556,36.5020576131687,13.496399879436368,0.1425018065669892
2017,LUX,9000.0,15.09216280754474,15.328800201416,36.5020576131687,15.328800201394952,0.1373000472188118
2018,LUX,9320.0,15.330208076322066,16.0277004241943,36.5020576131687,16.027700424173336,0.1308066338524002
2019,LUX,,,,36.5020576131687,,
2020,LUX,,,,36.5020576131687,,
2000,LVA,6930.0,2.9270765136955923,35.8208999633789,52.1094604154608,35.820899963067,0.870728500733058
2001,LVA,7360.0,3.1491076815122563,35.347900390625,52.3202778313718,35.347900390313896,0.8801302428454045
2002,LVA,7350.0,3.1815799076519378,34.3832015991211,52.5310952472828,34.38320159885667,0.7690672484480514
2003,LVA,7590.0,3.317372937841872,34.3384017944336,52.7419126631938,34.3384017942122,0.6447516155019221
2004,LVA,7620.0,3.367030146850236,36.1128997802734,52.9527300791048,36.11289978008278,0.5278579991588516
2005,LVA,7720.0,3.448277402303645,36.3008995056152,53.1635474950157,36.30089950545038,0.4540252432244116
2006,LVA,8200.0,3.6964293844498415,34.0009994506836,53.3743649109268,34.000999450554346,0.3801562780977817
2007,LVA,8530.0,3.876700032949679,33.0766983032227,53.5851823268377,33.07669830313184,0.2746797061078135
2008,LVA,8110.0,3.724759130711948,33.7060012817383,53.7959997427487,33.70600128166206,0.2261933946346588
2009,LVA,7360.0,3.436572131361102,38.3979988098145,54.0207140559666,38.397998809707495,0.2786727247693789
2010,LVA,8520.0,4.061872036728476,33.0705986022949,54.1793059125964,33.070598602177284,0.3556496076926992
2011,LVA,7900.0,3.83549326628179,35.5353012084961,54.276270096463,35.535301208393925,0.287540604635148
2012,LVA,7570.0,3.7211469784237377,40.3662986755371,54.35587005468,40.366298675428624,0.2687265230855354
2013,LVA,7450.0,3.7015929768111353,39.5992012023926,54.4092619392185,39.59920120229493,0.2466496741951479
2014,LVA,7280.0,3.6513520535344393,40.2352981567383,54.5152236884454,40.23529815664486,0.2322528464135392
2015,LVA,7320.0,3.7015929491733854,38.1002006530762,54.5861902462578,38.100200652973854,0.2686028713679127
2016,LVA,7150.0,3.64882112458198,38.4826011657715,54.6572762395364,38.48260116567346,0.2547699585896687
2017,LVA,7120.0,3.6658552357886327,42.598201751709,54.7283851231686,42.59820175160926,0.23414498419148
2018,LVA,7630.0,3.9591650779846552,41.2528991699219,54.8083427282976,41.25289916983044,0.2217236213512213
2019,LVA,,,,54.8706716057336,,
2020,LVA,,,,54.9330004831696,,
2000,MCO,,,,0.0,,
2001,MCO,,,,0.0,,
2002,MCO,,,,0.0,,
2003,MCO,,,,0.0,,
2004,MCO,,,,0.0,,
2005,MCO,,,,0.0,,
2006,MCO,,,,0.0,,
2007,MCO,,,,0.0,,
2008,MCO,,,,0.0,,
2009,MCO,,,,0.0,,
2010,MCO,,,,0.0,,
2011,MCO,,,,0.0,,
2012,MCO,,,,0.0,,
2013,MCO,,,,0.0,,
2014,MCO,,,,0.0,,
2015,MCO,,,,0.0,,
2016,MCO,,,,0.0,,
2017,MCO,,,,0.0,,
2018,MCO,,,,0.0,,
2019,MCO,,,,,,
2020,MCO,,,,,,
2000,MDA,6710.0,2.294971959273312,5.7221999168396,10.4744525547445,5.7221999165415935,5.207891129081081
2001,MDA,7020.0,2.406374217928379,5.59709978103638,10.56599756691,5.597099780771017,4.741085427727567
2002,MDA,7180.0,2.466926690360157,5.82779979705811,10.6575425790754,5.827799796806316,4.320568962617171
2003,MDA,7770.0,2.6771686099396343,5.9210000038147,10.7523577730453,5.921000003582452,3.922444766284088
2004,MDA,7780.0,2.687255603946881,4.85010004043579,10.8406326034063,4.850100040290561,2.994323613886114
2005,MDA,8180.0,2.832301113080488,4.26690006256104,10.9288537549407,4.2669000624442415,2.7372975671943047
2006,MDA,7980.0,2.770741937331928,4.98059988021851,11.0203709334144,4.980599880101895,2.341381284354472
2007,MDA,8140.0,2.8328523168660165,4.43610000610352,11.1118881118881,4.436100006021475,1.849500018716076
2008,MDA,8150.0,2.8417372045116323,4.92500019073486,11.2034052903618,4.925000190668568,1.3460284161342613
2009,MDA,7640.0,2.66727553165714,4.84390020370483,11.2949224688355,4.843900203636795,1.404560991204952
2010,MDA,8300.0,2.9005897982412643,19.7653999328613,11.400304414003,19.765399932626096,1.1899709229899975
2011,MDA,8350.0,2.919750908532072,20.0156002044678,11.4727549467275,20.015600204269173,0.9923510936926432
2012,MDA,8140.0,2.846693324399239,21.6250991821289,11.5416920267803,21.62509918192677,0.9346475542742706
2013,MDA,7180.0,2.5116381897735045,23.8173007965088,11.6070559610706,23.81730079632873,0.7560533202620053
2014,MDA,7710.0,2.6986821610458707,24.3090000152588,11.6794403892944,24.309000015061724,0.8107068572444954
2015,MDA,8020.0,2.8293932327405247,24.722900390625,11.7518248175182,24.722900390369,1.0354758064982
2016,MDA,8140.0,2.904891566179068,25.2954998016357,11.7548661800487,25.2954998013806,1.0084890818719627
2017,MDA,8160.0,2.9617176220020776,26.0611000061035,11.7512921860748,26.06110000588358,0.84386789444082
2018,MDA,8590.0,3.171832063492767,25.7460994720459,11.7529716925191,25.74609947185285,0.7497777462386308
2019,MDA,,,,11.7529716925191,,
2020,MDA,,,,11.7529716925191,,
2000,MKD,8820.0,4.3526537863646455,19.3782005310059,37.6543452615022,19.378200530552885,2.337750850606888
2001,MKD,8990.0,4.417946593463405,15.170599937439,37.6656704679512,15.170599937071351,2.4234171668786386
2002,MKD,8430.0,4.172942994034622,14.6339998245239,37.6769956744003,14.633999824216897,2.0978680336142235
2003,MKD,9210.0,4.544169475318647,17.2933006286621,37.6883208808494,17.2933006283401,1.86200057686439
2004,MKD,8920.0,4.388588881716705,18.2033996582031,37.6996460872985,18.20339965791737,1.5696520054418674
2005,MKD,9360.0,4.595319745391793,18.9519996643066,37.7109712937475,18.95199966402317,1.4955419634491514
2006,MKD,9370.0,4.592623961635661,19.6471996307373,37.7222965001966,19.64719963046899,1.365645878628598
2007,MKD,9810.0,4.80044862908289,15.701000213623,38.0327388030123,15.701000213438238,1.1767559193218355
2008,MKD,9580.0,4.6802527531904365,15.6104001998901,38.0441537851764,15.610400199739184,0.9667443563354142
2009,MKD,8960.0,4.369301560318549,18.4734001159668,38.0706582077716,18.473400115790746,0.9530159422317196
2010,MKD,8730.0,4.248166913543721,22.3500995635986,38.0820777160983,22.35009956339119,0.9280156735940874
2011,MKD,9640.0,4.682932895611888,18.6578006744385,38.3514670896114,18.65780067426712,0.918564782220924
2012,MKD,9130.0,4.429793832640157,18.2943000793457,38.6208564631245,18.294300079174302,0.9368665703884486
2013,MKD,8240.0,3.9921861676563135,21.1996002197266,38.8902458366376,21.19960021956512,0.7617137426253913
2014,MKD,7780.0,3.763051573637551,21.2196006774902,39.1596352101507,21.219600677344904,0.6847221599943887
2015,MKD,7480.0,3.613132092824648,23.960599899292,39.4290245836638,23.960599899113923,0.743205179674894
2016,MKD,7390.0,3.5657590627699047,21.431999206543,39.7172878667724,21.4319992063946,0.6924356509385591
2017,MKD,7860.0,3.788861133901052,19.0580005645752,39.7101506740682,19.05800056444272,0.6951410114122835
2018,MKD,7370.0,3.549725293647051,20.8715991973877,39.7101506740682,20.871599197266416,0.5810895914223223
2019,MKD,,,,39.7101506740682,,
2020,MKD,,,,39.7101506740682,,
2000,MNE,0.0,0.0,0.0,46.542750929368,0.0,0.0
2001,MNE,0.0,0.0,0.0,46.542750929368,0.0,0.0
2002,MNE,0.0,0.0,0.0,46.542750929368,0.0,0.0
2003,MNE,0.0,0.0,0.0,46.542750929368,0.0,0.0
2004,MNE,0.0,0.0,0.0,46.542750929368,0.0,0.0
2005,MNE,2010.0,3.272224673225225,47.6142997741699,46.542750929368,47.6142997737459,0.8904938528722414
2006,MNE,2180.0,3.5445713588878505,44.831600189209,55.5092936802974,44.831600188849926,0.8009102016980773
2007,MNE,2100.0,3.409782829307896,42.2673988342285,57.003717472119,42.26739883398735,0.570541826197935
2008,MNE,2690.0,4.360024571736991,38.7592010498047,58.4981412639405,38.75920104957534,0.5917713605891985
2009,MNE,1750.0,2.8303687242638613,49.1646003723145,59.9925650557621,49.16460037210765,0.4207408030900304
2010,MNE,2580.0,4.165132993665123,49.094898223877,61.4869888475836,49.09489822357127,0.6227321453142143
2011,MNE,2540.0,4.096252251729215,42.7743988037109,61.4869888475836,42.77439880347183,0.5589152840573378
2012,MNE,2330.0,3.754425145947234,45.8609008789063,61.4869888475836,45.86090087864489,0.5699990916168804
2013,MNE,2270.0,3.654176466137697,49.3415985107422,61.4869888475836,49.3415985104913,0.5084828732117742
2014,MNE,2220.0,3.5702224152072177,45.9491004943848,61.4869888475836,45.94910049416247,0.4838784680510434
2015,MNE,2360.0,3.7932425633961735,42.9570007324219,61.4869888475836,42.95700073217176,0.582297171277588
2016,MNE,2110.0,3.390631251978537,43.9141998291016,61.4869888475836,43.91419982888976,0.4823818247478891
2017,MNE,2230.0,3.5830603191333816,37.7830009460449,61.4869888475836,37.783000945870974,0.4603070742163868
2018,MNE,2520.0,4.049968902024502,40.6072006225586,61.4869888475836,40.60720062237269,0.4578349735049202
2019,MNE,,,,61.4869888475836,,
2020,MNE,,,,61.4869888475836,,
2000,NLD,162300.0,10.191194468900312,1.73070001602173,10.6486966824645,1.730700016014985,0.389729406845469
2001,NLD,167400.0,10.432389515760136,1.7632999420166,10.6901066350711,1.7632999420097546,0.3882068394479134
2002,NLD,167500.0,10.372204868818235,1.91620004177094,10.7315165876777,1.9162000417641345,0.3551633585227189
2003,NLD,170460.0,10.505813697643347,1.90610003471375,10.7729265402844,1.9061000347081365,0.2945097794504789
2004,NLD,172160.0,10.57378312283934,2.21950006484985,10.814336492891,2.2195000648440355,0.26197115359182
2005,NLD,167970.0,10.292362658815623,2.74169993400574,10.8557464454976,2.741699933999018,0.2451785170353776
2006,NLD,163710.0,10.015232378657148,3.1168999671936,10.8971563981043,3.116899967186641,0.223238617662254
2007,NLD,164630.0,10.04963100279727,3.68309998512268,10.9385663507109,3.6830999851155255,0.1942579227029733
2008,NLD,165390.0,10.056797587049614,3.94180011749268,10.9799763033175,3.941800117485803,0.1744624566206941
2009,NLD,160540.0,9.711810757255062,4.38170003890991,11.0311888526534,4.381700038901808,0.1849374593897336
2010,NLD,171160.0,10.301290477974822,3.8503999710083,11.0726356359324,3.850399971000515,0.2021841714280486
2011,NLD,158870.0,9.517120693288726,4.69339990615845,11.0246144721234,4.693399906150201,0.175724437027682
2012,NLD,157520.0,9.401394046730754,4.89820003509521,10.9733096085409,4.898200035086014,0.187753739236886
2013,NLD,157120.0,9.349914355927057,4.9355001449585,10.9317304838231,4.935500144949657,0.1791718395305157
