year,country_code,co2_emissions_kt,co2_emissions_per_capita_tons,renewable_energy_pct,forest_area_pct,green_transition_score,co2_intensity_per_million_gdp
2016,NIC,5380.0,0.8534304573149935,49.5424003601074,31.6397706498255,49.54240035990679,0.4049349788697774
2017,NIC,5400.0,0.8457529809268606,48.8689002990723,30.8087917566894,48.86890029888088,0.3917052317525919
2018,NIC,5210.0,0.8058152329084423,50.1913986206055,29.9778128635533,50.191398620404726,0.3999926323882948
2019,NIC,,,,29.1468339704172,,
2020,NIC,,,,28.315855077281,,
2000,PAN,5280.0,1.742382767834426,27.673999786377,59.7543718052193,27.673999786258243,0.42912472778416
2001,PAN,6220.0,2.0131788774165025,24.0394992828369,59.6008205542104,24.039499282717298,0.4975198634805495
2002,PAN,5410.0,1.7178993361795634,28.7054996490479,59.4472693032015,28.70549964892839,0.416336060434573
2003,PAN,5530.0,1.7232482075725697,27.4479007720947,59.2937180521926,27.447900771983857,0.4038270477543813
2004,PAN,5610.0,1.7159342696237423,28.2084999084473,59.1401668011838,28.208499908341896,0.3736666470019875
2005,PAN,7120.0,2.137995605097798,22.7658004760742,58.9866155501749,22.765800475975208,0.4348252548144698
2006,PAN,7490.0,2.208349684654152,22.0918998718262,58.833064299166,22.09189987173499,0.4128617446788777
2007,PAN,7480.0,2.165811393152388,22.8082008361816,58.6795130481571,22.808200836101488,0.3512399295155724
2008,PAN,7300.0,2.0761025241993925,23.3607006072998,58.5259617971482,23.36070060723201,0.290190504153509
2009,PAN,8700.0,2.4307005865811355,20.3684997558594,58.3724105461394,20.368499755794048,0.3208362622674835
2010,PAN,9190.0,2.5228601602496616,20.6000003814697,58.2188592951305,20.6000003814054,0.3121572768143571
2011,PAN,9990.0,2.695280345578648,19.6916007995605,58.0652945924132,19.691600799503785,0.2880105921376091
2012,PAN,10460.0,2.774068558744084,21.2525005340576,57.911729889696,21.252500534002618,0.2587204729221032
2013,PAN,10610.0,2.7663007727652085,20.7227993011475,57.7581651869788,20.722799301099283,0.2326754691867469
2014,PAN,11280.0,2.8913357586718926,19.7833995819092,57.775580140313,19.7833995818645,0.2259549102457023
2015,PAN,10700.0,2.6962396276669462,21.9006996154785,57.6215596330275,21.90069961543518,0.1978121832929216
2016,PAN,10770.0,2.66777439991796,22.1005001068115,57.4676200755532,22.1005001067704,0.1859856435995799
2017,PAN,10250.0,2.495882402787206,23.5802001953125,57.3135456017269,23.580200195273644,0.1647837770179289
2018,PAN,10140.0,2.427656320477449,24.4111995697021,57.1156827588066,24.41119956966397,0.1561696020800179
2019,PAN,,,,56.9617266807771,,
2020,PAN,,,,56.8079054154253,,
2000,PER,28430.0,1.0744542770007373,38.5722999572754,58.8264296875,38.57229995706347,0.5494277289239355
2001,PER,26360.0,0.9836081845305672,41.2309989929199,58.72892734375,41.230998992711015,0.5066292438926842
2002,PER,27550.0,1.0165690047040394,40.2070999145508,58.631425,40.207099914348575,0.5029432355429156
2003,PER,26940.0,0.9842096458609838,40.9118003845215,58.53392265625,40.91180038433384,0.4587013022604813
2004,PER,31300.0,1.1330634204918535,37.8308982849121,58.4364203125,37.83089828473476,0.4687825037839734
2005,PER,31350.0,1.1250212623635707,38.3468017578125,58.33891796875,38.34680175765445,0.4121713147410356
2006,PER,31080.0,1.105968940705582,38.6967010498047,58.241415625,38.696701049669024,0.3506191386669698
2007,PER,34110.0,1.2038943918850955,36.0481986999512,58.14391328125,36.04819869983085,0.3338521331402297
2008,PER,38560.0,1.3500303424221023,33.709098815918,58.0464109375,33.709098815810165,0.3198656834477314
2009,PER,41680.0,1.4475910060837374,32.9168014526367,57.94890859375,32.916801452523146,0.3449674701807709
2010,PER,45570.0,1.5698808861059512,32.1669998168945,57.85140625,32.16699981679514,0.308888553783254
2011,PER,48580.0,1.660042330054277,30.6333999633789,57.7177703125,30.633399963292256,0.2828336557100851
2012,PER,48370.0,1.6392837038525707,30.7961006164551,57.584134375,30.79610061637777,0.2510783872662756
2013,PER,49520.0,1.6631968591642383,28.3526000976563,57.4504984375,28.352600097586507,0.2461532721559507
2014,PER,52810.0,1.7550464314631935,28.5688991546631,57.3168625,28.56889915458796,0.263011941246332
2015,PER,53820.0,1.766284696934984,27.4379997253418,57.1832265625,27.437999725264,0.2835537245870391
2016,PER,56530.0,1.8279096616197432,27.2106990814209,57.03928125,27.21069908134073,0.2945867373407358
2017,PER,53990.0,1.717004408334878,27.6040000915527,56.902171875,27.604000091482067,0.2558680371343143
2018,PER,54280.0,1.6968192298260056,27.8973999023438,56.77815625,27.897399902275765,0.2438731835617641
2019,PER,,,,56.643125,,
2020,PER,,,,56.5081015625,,
2000,PRI,,,0.733500003814697,48.3821871476888,0.733500003814697,
2001,PRI,,,0.941600024700165,49.0845546786922,0.941600024700165,
2002,PRI,,,0.949299991130829,49.7869222096956,0.949299991130829,
2003,PRI,,,1.08619999885559,50.489289740699,1.08619999885559,
2004,PRI,,,0.571799993515015,51.1916572717024,0.571799993515015,
2005,PRI,,,0.552799999713898,51.8940248027058,0.552799999713898,
2006,PRI,,,0.569199979305267,52.5963923337091,0.569199979305267,
2007,PRI,,,0.665700018405914,53.2987598647125,0.665700018405914,
2008,PRI,,,0.674799978733063,54.0011273957159,0.674799978733063,
2009,PRI,,,0.733699977397919,54.7034949267193,0.733699977397919,
2010,PRI,,,0.573599994182587,55.4058624577227,0.573599994182587,
2011,PRI,,,0.673099994659424,55.4606538895152,0.673099994659424,
2012,PRI,,,0.698599994182587,55.5154453213078,0.698599994182587,
2013,PRI,,,1.39320003986359,55.5702367531003,1.39320003986359,
2014,PRI,,,1.6279000043869,55.6250281848929,1.6279000043869,
2015,PRI,,,1.83739995956421,55.6798196166855,1.83739995956421,
2016,PRI,,,1.82840001583099,55.7350620067644,1.82840001583099,
2017,PRI,,,2.16709995269775,55.7903043968433,2.16709995269775,
2018,PRI,,,1.36360001564026,55.8455467869222,1.36360001564026,
2019,PRI,,,,55.9007891770011,,
2020,PRI,,,,55.95603156708,,
2000,PRY,3520.0,0.6612561386924636,70.4143981933594,57.8697457840423,70.41439819307952,0.3974838755951918
2001,PRY,3620.0,0.6668580045618983,69.8432006835938,57.0085728668512,69.8432006832962,0.426092570363462
2002,PRY,3780.0,0.6833023678053955,67.6830978393555,56.1473999496602,67.68309783899998,0.5252728021190024
2003,PRY,3940.0,0.6994517824747561,67.0501022338867,55.2862270324692,67.05010223354323,0.5122626132171489
2004,PRY,3970.0,0.6927774547530815,66.7547988891602,54.4250541152781,66.75479888888484,0.4124914961323684
2005,PRY,3700.0,0.6352918350404656,68.8097991943359,53.5638811980871,68.80979919409879,0.3445867227174853
2006,PRY,3830.0,0.6477021287246255,67.2301025390625,52.702708280896,67.23010253887077,0.2851945306439542
2007,PRY,3950.0,0.6585056423097377,66.7547988891602,51.841535363705,66.75479888901253,0.2212108069229152
2008,PRY,4180.0,0.6873534851781594,66.6011962890625,50.980362446514,66.60119628894941,0.1698045462292812
2009,PRY,4370.0,0.7089586743608421,66.3789978027344,50.1191895293229,66.37899780260464,0.1954767374209959
2010,PRY,5040.0,0.8066559357953091,63.6138000488281,49.2580166121319,63.6138000487104,0.1850370871892465
2011,PRY,5220.0,0.8241262485631075,62.4430999755859,48.2153435690914,62.44309997548934,0.1546380814553419
2012,PRY,5180.0,0.8066638532058658,63.4174003601074,47.1726705260508,63.417400360008735,0.1555721952096214
2013,PRY,5300.0,0.8140979648626102,62.5381011962891,46.1299974830103,62.53810119620334,0.1371233386292253
2014,PRY,5630.0,0.8530918290470646,62.5256004333496,45.0873244399698,62.52560043326242,0.1394324083293699
2015,PRY,6370.0,0.9523459255292396,60.5124015808105,44.0446513969293,60.51240158070405,0.1759115859064341
2016,PRY,7150.0,1.054902434065647,62.4925003051758,43.6273093380317,62.49250030505199,0.1981182882419409
2017,PRY,8000.0,1.1649821510172187,60.1116981506348,42.6384847722124,60.11169815051149,0.2051433043405117
2018,PRY,8420.0,1.2104537778449294,59.2313995361328,41.9353888749056,59.231399536008816,0.209320227550947
2019,PRY,,,,41.2323181474956,,
2020,PRY,,,,40.5292222501888,,
2000,SLV,5630.0,0.9561934330061668,33.5099983215332,32.523166023166,33.50999832137312,0.4777288536101922
2001,SLV,5870.0,0.990382825985688,33.1138000488281,32.3059845559846,33.11380004866984,0.477914426385123
2002,SLV,5940.0,0.996286735347834,34.0177001953125,32.0888030888031,34.01770019515295,0.4690390667929239
2003,SLV,6510.0,1.086072496590383,33.8459014892578,31.8716216216216,33.84590148909143,0.4915473413472815
2004,SLV,6680.0,1.1089343754881678,33.3302993774414,31.6544401544402,33.330299377279175,0.4867098023186606
2005,SLV,6840.0,1.130181734544765,34.0820007324219,31.4372586872587,34.082000732263296,0.465369438018778
2006,SLV,7230.0,1.1892630763423004,34.7615013122559,31.2200772200772,34.76150131209882,0.4518781066619833
2007,SLV,7630.0,1.2496294512931123,28.2444000244141,31.0028957528958,28.244400024287412,0.448513527414875
2008,SLV,6910.0,1.1269182276495502,31.5016994476318,30.7857142857143,31.50169944751078,0.3841686917527154
2009,SLV,6680.0,1.084824506900166,32.1996994018555,30.5685328185328,32.1996994017333,0.3795105223269221
2010,SLV,6540.0,1.0575889526910058,32.619800567627,30.3513513513514,32.61980056751136,0.354511511324854
2011,SLV,6780.0,1.0916877637742255,29.5237998962402,30.1341698841699,29.523799896141515,0.3342572242451851
2012,SLV,6770.0,1.0852973153559793,30.269100189209,29.9169884169884,30.26910018911317,0.3165600166462874
2013,SLV,6460.0,1.0309482361848148,27.5429992675781,29.699806949807,27.54299926749719,0.2937570710873923
2014,SLV,6590.0,1.046841968482273,23.9479999542236,29.4826254826255,23.94799995415375,0.291677196995415
2015,SLV,7000.0,1.1066981959712707,21.0300998687744,29.265444015444,21.03009986871159,0.2986572370621685
2016,SLV,7170.0,1.1280436529294444,20.710599899292,29.0482625482625,20.710599899230616,0.296385951553918
2017,SLV,6380.0,0.9987282651369948,24.9873008728027,28.8310810810811,24.98730087273888,0.2554126054527788
2018,SLV,6810.0,1.0606254107781967,23.2124996185303,28.6138996138996,23.212499618469547,0.2617132030660028
2019,SLV,,,,28.3967181467181,,
2020,SLV,,,,28.1795366795367,,
2000,SUR,1480.0,3.142624176122851,23.6296997070313,98.3389102564103,23.629699706662272,1.561721827093027
2001,SUR,1520.0,3.189431232085678,24.1420993804932,98.3126217948718,24.14209938005335,1.8219316896579976
2002,SUR,1120.0,2.322552817339516,27.7915992736816,98.2863333333333,27.79159927339697,1.0241643643721514
2003,SUR,1230.0,2.5208120703859915,24.6352005004883,98.2600448717949,24.635200500250487,0.9653189079977476
2004,SUR,1390.0,2.8155890455355697,22.6256999969482,98.2337564102564,22.625699996736287,0.936599278029942
2005,SUR,1690.0,3.3836475720827046,18.8787994384766,98.2074679487179,18.8787994382987,0.94235007144315
2006,SUR,1530.0,3.0279521543978527,22.0863990783691,98.1811794871795,22.08639907824044,0.5825507910074945
2007,SUR,1410.0,2.758318482103208,24.5876998901367,98.154891025641,24.587699890018644,0.4801451432824716
2008,SUR,1460.0,2.823318288527658,26.1924991607666,98.1286025641026,26.19249916065836,0.413250154671066
2009,SUR,1450.0,2.771867646187344,26.4694004058838,98.1023141025641,26.469400405784764,0.374153976311337
2010,SUR,1740.0,3.288441694416831,22.1026992797852,98.0760256410256,22.10269927969716,0.3983153506211958
2011,SUR,1950.0,3.643654342395133,21.1646995544434,98.0142435897436,21.164699554350072,0.4409493495709931
2012,SUR,2440.0,4.508108128082004,15.7665004730225,97.9524615384615,15.76650047294525,0.4899598393574297
2013,SUR,2290.0,4.1842150942361975,17.6254997253418,97.8906794871795,17.625499725263364,0.4450267946528469
2014,SUR,2640.0,4.771561493498748,12.8522996902466,97.8288974358974,12.852299690181855,0.503758528969585
2015,SUR,2750.0,4.918302523894008,11.5937995910645,97.7671153846154,11.593799591002304,0.5364501855552388
2016,SUR,2310.0,4.089342394796799,15.9274997711182,97.694358974359,15.927499771007293,0.6963202826307902
2017,SUR,2130.0,3.733560502085009,18.4979000091553,97.6475641025641,18.4979000090456,0.593046554865579
2018,SUR,2080.0,3.6111926137221846,19.2164993286133,97.5691025641026,19.21649932851328,0.5204882301656502
2019,SUR,,,,97.4905769230769,,
2020,SUR,,,,97.4121153846154,,
2000,SXM,,,0.0,10.8823529411765,0.0,
2001,SXM,,,0.0,,0.0,
2002,SXM,,,0.0,,0.0,
2003,SXM,,,0.0,,0.0,
2004,SXM,,,0.0,,0.0,
2005,SXM,,,0.0,,0.0,
2006,SXM,,,0.0,,0.0,
2007,SXM,,,0.0,,0.0,
2008,SXM,,,0.0,,0.0,
2009,SXM,,,0.0,,0.0,
2010,SXM,,,0.0,10.8823529411765,0.0,
2011,SXM,,,0.0,10.8823529411765,0.0,
2012,SXM,,,0.0511999987065792,10.8823529411765,0.0511999987065792,
2013,SXM,,,0.0500999987125397,10.8823529411765,0.0500999987125397,
2014,SXM,,,0.0491999983787537,10.8823529411765,0.0491999983787537,
2015,SXM,,,0.0474999994039536,10.8823529411765,0.0474999994039536,
2016,SXM,,,0.0472000017762184,10.8823529411765,0.0472000017762184,
2017,SXM,,,0.0487999990582466,10.8823529411765,0.0487999990582466,
2018,SXM,,,0.0511000007390976,10.8823529411765,0.0511000007390976,
2019,SXM,,,,10.8823529411765,,
2020,SXM,,,,10.8823529411765,,
2000,TCA,,,0.688300013542175,11.0736842105263,0.688300013542175,
2001,TCA,,,0.674799978733063,11.0736842105263,0.674799978733063,
2002,TCA,,,0.596199989318848,11.0736842105263,0.596199989318848,
2003,TCA,,,0.59170001745224,11.0736842105263,0.59170001745224,
2004,TCA,,,0.600000023841858,11.0736842105263,0.600000023841858,
2005,TCA,,,0.543500006198883,11.0736842105263,0.543500006198883,
2006,TCA,,,0.516499996185303,11.0736842105263,0.516499996185303,
2007,TCA,,,0.496399998664856,11.0736842105263,0.496399998664856,
2008,TCA,,,0.499599993228912,11.0736842105263,0.499599993228912,
2009,TCA,,,0.531700015068054,11.0736842105263,0.531700015068054,
2010,TCA,,,0.524100005626678,11.0736842105263,0.524100005626678,
2011,TCA,,,0.593200027942657,11.0736842105263,0.593200027942657,
2012,TCA,,,0.588100016117096,11.0736842105263,0.588100016117096,
2013,TCA,,,0.603200018405914,11.0736842105263,0.603200018405914,
2014,TCA,,,0.57669997215271,11.0736842105263,0.57669997215271,
2015,TCA,,,0.572200000286102,11.0736842105263,0.572200000286102,
2016,TCA,,,0.549600005149841,11.0736842105263,0.549600005149841,
2017,TCA,,,0.51230001449585,11.0736842105263,0.51230001449585,
2018,TCA,,,0.509599983692169,11.0736842105263,0.509599983692169,
2019,TCA,,,,11.0736842105263,,
2020,TCA,,,,11.0736842105263,,
2000,TTO,14360.0,11.332437365792297,0.761300027370453,46.130604288499,0.7613000273570462,1.7610257987529847
2001,TTO,15430.0,12.134061324586533,0.705900013446808,46.0479532163743,0.7059000134344655,1.7484670370424242
2002,TTO,16020.0,12.542964743464267,0.688300013542175,45.9653021442495,0.6883000135299344,1.7783651447859308
2003,TTO,15320.0,11.935517044728584,0.596599996089935,45.8826510721248,0.5965999960818504,1.3550974722140228
2004,TTO,15970.0,12.378741430027556,0.602500021457672,45.8,0.6025000214504266,1.202535327923976
2005,TTO,19670.0,15.17165099495024,0.544000029563904,45.7173489278752,0.5440000295572088,1.2307378527630255
2006,TTO,22220.0,17.0588199165945,0.545499980449677,45.6346978557505,0.5454999804430783,1.2096229088113293
2007,TTO,22070.0,16.867285719744736,0.44530001282692,45.5520467836257,0.4453000128223788,1.0197942644347495
2008,TTO,21140.0,16.082784497534707,0.462099999189377,45.469395711501,0.462099999185872,0.7584785084136197
2009,TTO,20190.0,15.284789930662017,0.486600011587143,45.3867446393762,0.4866000115820186,1.05308919271907
2010,TTO,22620.0,17.031285764194244,0.37720000743866,45.3040935672515,0.3772000074348093,1.020852634708498
2011,TTO,23190.0,17.355446122528402,0.376300007104874,45.2214424951267,0.3763000071014428,0.9118070853051192
2012,TTO,22120.0,16.448371298930557,0.369599997997284,45.1387914230019,0.3695999979941106,0.8585883250667684
2013,TTO,22730.0,16.790917982312287,0.363400012254715,45.0561403508772,0.3634000122516858,0.8335631907805042
2014,TTO,21920.0,16.089998289703647,0.344900012016296,44.9734892787524,0.3449000120135583,0.7937472675426726
2015,TTO,21260.0,15.514488459730927,0.360300004482269,44.8908382066277,0.3603000044792001,0.8517676577940573
2016,TTO,18230.0,13.233514547066086,0.42179998755455,44.8089668615984,0.4217999875511151,0.8143386204402066
2017,TTO,18190.0,13.142493822522146,0.411799997091293,44.7270955165692,0.4117999970879467,0.8125822340243287
2018,TTO,17760.0,12.778440123726384,0.454600006341934,44.64522417154,0.4546000063385244,0.7500025447197056
2019,TTO,,,,44.5633528265107,,
2020,TTO,,,,44.4814814814815,,
2000,URY,5460.0,1.6447100882179115,38.725399017334,7.82196320420523,38.72539901724136,0.2392296720242119
2001,URY,4950.0,1.488510950779604,41.6273994445801,8.02896811792938,41.62739944448151,0.2368558359134327
2002,URY,4530.0,1.3619775553314657,43.2526016235352,8.23597303165353,43.25260162339119,0.3329292469047147
2003,URY,4490.0,1.350919964460876,43.8310012817383,8.44297794537767,43.83100128157493,0.3727492536926904
2004,URY,5460.0,1.6438425451740577,39.3061981201172,8.64998285910182,39.30619811996039,0.3989382138115689
2005,URY,5410.0,1.6286355676547557,41.3237991333008,8.85698777282596,41.323799133172045,0.3115846537768198
2006,URY,6330.0,1.9035286850947088,37.6002006530762,9.06399268655011,37.60020065295464,0.3232980203524908
2007,URY,5850.0,1.7558324401598795,43.1988983154297,9.27099760027425,43.19889831532175,0.2498870955179113
2008,URY,7750.0,2.320205758840508,44.0932998657227,9.4780025139984,44.09329986561016,0.2552178623509736
2009,URY,7670.0,2.28977369751582,44.636100769043,9.68500742772255,44.63610076893488,0.2422545558745408
2010,URY,6280.0,1.8694521106203632,53.2276000976563,9.89201234144669,53.22760009757332,0.1558912946743471
2011,URY,7610.0,2.25888012975055,49.668399810791,10.1076448405896,49.6683998107122,0.158665824976275
2012,URY,8520.0,2.521474707566644,47.8460006713867,10.3232773397326,47.84600067130718,0.1661972371199488
2013,URY,7360.0,2.1714527136668167,51.8664016723633,10.5389098388756,51.86640167229695,0.127930509591336
2014,URY,6500.0,1.9115178951894152,56.7009010314941,10.7545423380185,56.7009010314297,0.1135648632657123
2015,URY,6590.0,1.93141116402546,59.3997001647949,10.9701748371615,59.39970016472142,0.1236994099917646
2016,URY,6530.0,1.9070487500653448,60.2657012939453,11.1244429208091,60.26570129387655,0.1140877342734446
2017,URY,6080.0,1.7691673128880054,60.6831016540527,11.2444292080905,60.68310165399526,0.0946539704317665
2018,URY,6520.0,1.8902440792163024,60.7290992736816,11.364415495372,60.72909927362022,0.1010617086345293
2019,URY,,,,11.4844017826534,,
2020,URY,,,,11.6043880699349,,
2000,VCT,160.0,1.4844090660283709,8.49139976501465,73.1794871794872,8.491399764980365,0.4037722799113944
2001,VCT,210.0,1.9463727952693872,6.19420003890991,73.1794871794872,6.194200038879663,0.4883258261491156
2002,VCT,230.0,2.127757990656367,6.0706000328064,73.1794871794872,6.07060003277617,0.4979592491319794
2003,VCT,230.0,2.123299052823988,5.63250017166138,73.1794871794872,5.632500171634492,0.4773691654879778
2004,VCT,250.0,2.30372281607077,5.85589981079102,73.1794871794872,5.855899810762973,0.4789509908963834
2005,VCT,250.0,2.301665485145051,5.81090021133423,73.1794871794872,5.810900211307851,0.4539432537307407
2006,VCT,250.0,2.301983388887866,5.29339981079102,73.1794871794872,5.293399810769358,0.4092124327830686
2007,VCT,300.0,2.7645692801061594,4.71229982376099,73.1794871794872,4.712299823740335,0.4383116883116886
2008,VCT,220.0,2.029501572863719,5.32910013198853,73.1794871794872,5.329100131971671,0.3163512030932115
2009,VCT,990.0,9.14186512516968,4.10139989852905,73.1794871794872,4.101399898468888,1.466835684770262
2010,VCT,250.0,2.3092554960280807,5.13320016860962,73.1794871794872,5.133200168590782,0.3669854456290674
2011,VCT,230.0,2.123436273830956,6.08890008926392,73.1794871794872,6.088900089243207,0.3401714551778914
2012,VCT,400.0,3.688845852353945,5.02449989318848,73.1794871794872,5.024499893159476,0.5772561092938236
2013,VCT,220.0,2.0253351008985123,5.37270021438599,73.1794871794872,5.3727002143696,0.3050440105584258
2014,VCT,290.0,2.6637763162729176,3.31500005722046,73.1794871794872,3.3150000572072496,0.3985077589409769
2015,VCT,220.0,2.0158519265130344,4.2975001335144,73.1794871794872,4.297500133501884,0.2912364310299179
2016,VCT,270.0,2.4664967524459427,4.10200023651123,73.1794871794872,4.102000236496928,0.3486436851972298
2017,VCT,270.0,2.458434250541766,5.29309988021851,73.1794871794872,5.29309988020047,0.3408325852782763
2018,VCT,280.0,2.540604300880138,4.92500019073486,73.1794871794872,4.925000190717864,0.3451251078515961
2019,VCT,,,,73.1794871794872,,
2020,VCT,,,,73.1794871794872,,
2000,VEN,134390.0,5.555039095049864,15.2895002365112,55.7235984354628,15.289500236335792,1.147252603115918
2001,VEN,137290.0,5.570371514850949,14.0347995758057,55.53698769911,14.034799575648924,1.117051067935951
2002,VEN,145580.0,5.799905953716209,12.8400001525879,55.3503769627572,12.840000152386676,1.5671695275394888
2003,VEN,138100.0,5.404744528175587,13.4145002365112,55.1637662264044,13.41450023628966,1.6515063608305427
2004,VEN,142740.0,5.490719284226233,14.6368999481201,54.9771554900516,14.636899947934308,1.2693259824022998
2005,VEN,157570.0,5.9612343844846745,14.2315998077393,54.7905447536988,14.231599807585187,1.08288084111769
2006,VEN,149890.0,5.582455841094607,15.5971002578735,54.603934017346,15.597100257746082,0.8169393082319157
2007,VEN,152780.0,5.607099135076148,16.6411991119385,54.4173232809931,16.641199111828136,0.6632112294441108
2008,VEN,163490.0,5.915871451938095,16.3498001098633,54.2307125446403,16.3498001097787,0.5174497439975223
2009,VEN,163930.0,5.848166013283145,16.2133007049561,54.0441018082875,16.213300704875508,0.4970774693175511
2010,VEN,171400.0,6.026735216267318,13.7910003662109,53.8574910719347,13.791000366150785,0.4359189542566656
2011,VEN,170180.0,5.8910533150017645,14.7572002410889,53.6711070800975,14.757200241009546,0.5377237801900487
2012,VEN,183930.0,6.264469321657732,13.7063999176025,53.4847230882603,13.706399917536382,0.4823934927163157
2013,VEN,187680.0,6.30199489970903,15.2880001068115,53.2983390964231,15.288000106734165,0.5058686752951387
2014,VEN,188350.0,6.269352903256278,12.0041999816895,53.1119551045859,12.004199981642628,0.3904765445004422
2015,VEN,173880.0,5.780234026344211,15.329400062561,52.9255711127487,15.329400062561,
2016,VEN,162060.0,5.428918568867922,14.5053997039795,52.7671447196871,14.5053997039795,
2017,VEN,148740.0,5.0587569483934685,14.3104000091553,52.6366759254011,14.3104000091553,
2018,VEN,138160.0,4.782754886893004,14.5647001266479,52.5341647298906,14.5647001266479,
2019,VEN,,,,52.4596111331557,,
2020,VEN,,,,52.4130151351964,,
2000,VGB,,,1.04649996757507,24.4666666666667,1.04649996757507,
2001,VGB,,,1.06459999084473,24.4466666666667,1.06459999084473,
2002,VGB,,,1.03110003471375,24.4266666666667,1.03110003471375,
2003,VGB,,,0.967000007629395,24.4066666666667,0.967000007629395,
2004,VGB,,,0.940500020980835,24.3866666666667,0.940500020980835,
2005,VGB,,,0.759299993515015,24.3666666666667,0.759299993515015,
2006,VGB,,,0.716199994087219,24.3466666666667,0.716199994087219,
2007,VGB,,,0.707400023937225,24.3266666666667,0.707400023937225,
2008,VGB,,,0.704999983310699,24.3066666666667,0.704999983310699,
2009,VGB,,,0.729600012302399,24.2866666666667,0.729600012302399,
2010,VGB,,,0.712700009346008,24.2666666666667,0.712700009346008,
2011,VGB,,,0.89139997959137,24.24,0.89139997959137,
2012,VGB,,,0.91100001335144,24.2133333333333,0.91100001335144,
2013,VGB,,,0.968299984931946,24.1866666666667,0.968299984931946,
2014,VGB,,,1.00409996509552,24.16,1.00409996509552,
2015,VGB,,,1.0,24.1333333333333,1.0,
2016,VGB,,,1.01429998874664,24.1333333333333,1.01429998874664,
2017,VGB,,,1.26839995384216,24.1333333333333,1.26839995384216,
2018,VGB,,,1.36010003089905,24.1333333333333,1.36010003089905,
2019,VGB,,,,24.1333333333333,,
2020,VGB,,,,24.1333333333333,,
2000,VIR,,,0.0,58.4857142857143,0.0,
2001,VIR,,,0.0,57.9028571428571,0.0,
2002,VIR,,,0.0,57.32,0.0,
2003,VIR,,,0.0,56.7371428571429,0.0,
2004,VIR,,,0.0,56.1542857142857,0.0,
2005,VIR,,,0.0,55.5714285714286,0.0,
2006,VIR,,,0.0,54.9885714285714,0.0,
2007,VIR,,,0.0,54.4057142857143,0.0,
2008,VIR,,,0.0,53.8228571428571,0.0,
2009,VIR,,,0.0,53.24,0.0,
2010,VIR,,,0.0,52.6571428571429,0.0,
2011,VIR,,,0.341500014066696,53.0742857142857,0.341500014066696,
2012,VIR,,,0.971599996089935,53.4914285714286,0.971599996089935,
2013,VIR,,,1.65020000934601,53.9085714285714,1.65020000934601,
2014,VIR,,,2.90989995002747,54.3257142857143,2.90989995002747,
2015,VIR,,,4.12659978866577,54.7428571428571,4.12659978866577,
2016,VIR,,,4.09340000152588,55.1714285714286,4.09340000152588,
2017,VIR,,,3.41499996185303,55.6,3.41499996185303,
2018,VIR,,,3.39179992675781,56.0285714285714,3.39179992675781,
2019,VIR,,,,56.4571428571428,,
2020,VIR,,,,56.8857142857143,,
2000,ARE,84540.0,26.97453500515465,0.0763999968767166,4.35694170656153,0.0763999968760975,0.810256172702576
2001,ARE,96260.0,29.145656219324543,0.0646999999880791,4.36802309208674,0.0646999999874762,0.93174398806574
2002,ARE,98120.0,28.20537954661549,0.0665000006556511,4.37910447761194,0.0665000006550569,0.8934929333002762
2003,ARE,103530.0,27.891143450672978,0.0662999972701073,4.39018586313714,0.0662999972695553,0.8325937454835308
2004,ARE,109980.0,27.03156410705758,0.100400000810623,4.40126724866235,0.100400000809876,0.7439909925674842
2005,ARE,116280.0,25.34315035323051,0.105200000107288,4.41234863418755,0.1052000001066107,0.6437915518934688
2006,ARE,121460.0,22.91623743531342,0.117399998009205,4.42343001971276,0.117399998008563,0.5468300513777358
2007,ARE,131690.0,21.34759078116069,0.112800002098083,4.43451140523796,0.112800002097507,0.510592331901389
2008,ARE,156200.0,22.032626906943605,0.110799998044968,4.44559279076317,0.1107999980444194,0.4951269997882402
2009,ARE,157180.0,19.852557061892288,0.107699997723103,4.45667417628837,0.1076999977224353,0.6199236338981688
2010,ARE,162820.0,19.04327930836943,0.109399996697903,4.46775556181357,0.1093999966972883,0.5618602970747318
2011,ARE,166320.0,18.5899325991994,0.109200000762939,4.46775556181357,0.109200000762421,0.4742974372991277
2012,ARE,175730.0,19.223116133525007,0.101800002157688,4.46775556181357,0.1018000021572104,0.4691254859400846
2013,ARE,184100.0,20.015420897882432,0.102899998426437,4.46775556181357,0.1028999984259513,0.4719211332686516
2014,ARE,183840.0,19.9518524813163,0.137700006365776,4.46775556181357,0.137700006365148,0.4560235214495432
2015,ARE,194040.0,20.948092259699344,0.126399993896484,4.46775556181357,0.1263999938957991,0.5418067730037833
2016,ARE,199460.0,21.30760951717102,0.123000003397465,4.46775556181357,0.1230000033967778,0.5586409664685863
2017,ARE,208250.0,21.950614332607515,0.173199996352196,4.46775556181357,0.1731999963512606,0.5400597146606188
2018,ARE,200300.0,20.79749840254861,0.259200006723404,4.46775556181357,0.2592000067221743,0.4744028026449805
2019,ARE,,,,4.46775556181357,,
2020,ARE,,,,4.46775556181357,,
2000,BHR,15880.0,23.89371210183416,0.0,0.52112676056338,0.0,1.7521987293295973
2001,BHR,16390.0,23.49652354669916,0.0,0.542253521126761,0.0,1.825940356439164
2002,BHR,17220.0,23.42410969339173,0.0,0.563380281690141,0.0,1.7949633506692249
